rank,cnpj,nome_credor,pago_core_R$,share_core,territorial_class,exact_situacao,exact_uf,exact_municipio_tom,exact_municipio_nome,root_local_active_count,rubricas_core,empenhos_core
522,00662270000320,"INSTITUTO NACIONAL DE METROLOGIA, QUALID",1171.17,1.625733303798161e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RJ,5833,DUQUE DE CAXIAS,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
523,03578349000101,DAL OSTO DEDETIZADORA LTDA,1170.0,1.6241091946035572e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,2,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
524,73193211000161,TELEVIDA CENTRO ESPECIALIZADO DE TELEDI,1165.5,1.617862620778159e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,7107,SAO PAULO,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
525,39700820000121,MBEM COMERCIO E DISTRIBUICAO DE MATERIAI,1157.03,1.6061051807112427e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,MATERIAL DE CONSUMO,14
526,21601494000130,PAMPA COMÉRCIO E DISTRIBUIDORA EIRELI,1140.0,1.582465369100902e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8963,VIAMAO,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
527,08658622000113,J.J.VITALLI,1130.91,1.5698472899735977e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8667,FREDERICO WESTPHALEN,0,MATERIAL DE CONSUMO,5
528,55695599000117,MAGBA E-COMMERCE LTDA,1127.96,1.5657523137991696e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8047,BLUMENAU,0,MATERIAL DE CONSUMO,1
529,18449927000179,ROBERTO DE CONTO  CIA LTDA,1116.0,1.5491503086987777e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8517,ARATIBA,0,MATERIAL DE CONSUMO,1
530,04067663000184,VALDETAR RIBEIRO DE CARVALHO,1112.0,1.543597798631757e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8853,SANTO ANGELO,0,MATERIAL DE CONSUMO,1
531,05117514000145,INSTALART MATERIAIS ELÉTRICOS LTDA,1061.5,1.4734973590356206e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8647,ESPUMOSO,0,MATERIAL DE CONSUMO,6
532,92945153000120,SILVA & SEHN LTDA - EPP,1046.0,1.4519813825259152e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
533,52126556000122,WILIAN DOS SANTOS BLANCO,1000.0,1.3881275167551772e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
534,41277322000160,DW MATERIAIS ELETRICOS LTDA,995.0,1.3811868791714013e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8589,CANOAS,0,MATERIAL DE CONSUMO,4
535,55818205000170,BF3 TINTAS LTDA,970.0,1.3464836912525218e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8355,TIJUCAS,0,MATERIAL DE CONSUMO,6
536,91421511000132,CGK SISTEMAS DE INFORMACAO LTDA,967.0,1.3423193087022564e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1
537,18486182000118,NORTE INDUSTRIA GRAFICA LTDA,960.0,1.3326024160849701e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8047,BLUMENAU,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
538,01997775000146,LOUSART IND. E COM. DE MATERIAIS PEDAGOG,950.0,1.3187211409174183e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,0842,CAMPO MAGRO,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
539,54154953000133,54.154.953 VANESSA SANTOS DO NASCIMENTO,948.0,1.315944885883908e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RJ,6001,RIO DE JANEIRO,0,MATERIAL DE CONSUMO,1
540,17952607000174,INDUSTRIA DE BOLAS TITA LTDA,934.68,1.297455027360729e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,MG,5249,SAO JOAO DEL REI,0,MATERIAL DE CONSUMO,4
541,38413979000100,OLIVEIRA TELECOM,925.0,1.2840179529985388e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,MATERIAL DE CONSUMO,1
542,73993362000102,BARONESA LTDA,909.07,1.261905081656629e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,MATERIAL DE CONSUMO,4
543,49591832000119,FW SOLUCOES EM TECNOLOGIA LTDA,901.92,1.2519799699118293e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8589,CANOAS,0,EQUIPAMENTOS E MATERIAL PERMANENTE,1
544,89342497000563,NICOLA VEICULOS LTDA,892.59,1.2390287401805035e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3
545,18811871000150,MASTERPLAN SAO BORJA LTDA,841.5,1.1681093053494816e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
546,05121961000178,SILVEIRA & ZIQUINATTI LTDA,832.3,1.155338532195334e-05,ROOT_WITH_LOCAL_ACTIVE_FOOTPRINT,02,RS,8857,SANTO ANTONIO DAS MISSOES,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,7
547,13338681000144,COMERCIAL SPONCHIADO LTDA,818.0,1.1354883087057349e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8667,FREDERICO WESTPHALEN,0,MATERIAL DE CONSUMO,5
548,64179473000180,KETLEN CHALMES DE ROSSO,816.0,1.1327120536722246e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,3
549,59215212000139,59.215.212 THAIS VARGAS DA SILVA,810.0,1.1243832885716935e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,4
550,27545675000172,JONES ADAIR WECKER SIEBERT 02358119040,800.0,1.1105020134041416e-05,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
551,31296543000121,IMPERMEABILIZA COMERCIO DE TINTAS LTDA.,767.9,1.0659431201163005e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8683,GRAVATAI,0,"MATERIAL DE CONSUMO | MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",6
552,39840107000183,MASTERMEDIC DISTRIBUIDORA LTDA,752.8,1.0449823946132974e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8053,BRACO DO NORTE,0,MATERIAL DE CONSUMO,2
553,92883834000100,DAER/RS-DEPART. AUTON. ESTR. DE RODAGEM,728.88,1.0117783844125136e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,5
554,05135045000197,MASTER RELÓGIOS COMERCIO DE EQUIPAMENTOS,725.76,1.0074474265602373e-05,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8847,SANTA ROSA,0,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1
555,52735169000193,52.735.169 PAULO RICARDO CRESTANI LOCATE,716.0,9.938993019967069e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
556,39346590000144,KDN COMERCIO ATACADISTA LTDA,705.0,9.786298993123999e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7471,CAMBE,0,MATERIAL DE CONSUMO,1
557,53893980000165,BORJA PECAS LTDA,703.0,9.758536442788896e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,EQUIPAMENTOS E MATERIAL PERMANENTE,1
558,04415928004347,LOJAS BECKER LTDA,699.0,9.703011342118688e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,2,EQUIPAMENTOS E MATERIAL PERMANENTE,1
559,23608114000114,SUELEN DAIANE KANIS,691.9,9.60445428842907e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8357,TIMBO,0,MATERIAL DE CONSUMO,9
560,53292332000153,GOVTECH LAB TECNOLOGIA E INOVAÇÃO LTDA,673.2,9.344874442795853e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8737,MARAU,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
561,01579286000174,SAFEWEB SEGURANÇA DA INFORMAÇÃO LTDA,655.0,9.092235234746411e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1
562,34248356000160,ALEX BELMONTE MOREIRA,649.9,9.021440731391895e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,1
563,38259243000111,NB CONSULTORIA E DISTRIBUIDORA DE PRODUT,607.62,8.434540417307808e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7535,CURITIBA,0,MATERIAL DE CONSUMO,2
564,37272059000149,CARLOS ROBERTO FACIO DAS DORES,590.0,8.189952348855546e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,3
565,60282790000177,UNIACE SOLUCOES INTEGRADAS LTDA,566.0,7.856801744834302e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,MA,0921,SAO LUIS,0,MATERIAL DE CONSUMO,1
566,08582779000102,CP MAGARINOS MECANICA LTDA,541.24,7.513101371685721e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8083,CONCORDIA,0,MATERIAL DE CONSUMO,2
567,12419021000125,RITA KOCHHANN LEDUR LTDA,525.0,7.28766946296468e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,1
568,59566602000153,DESBRAVA ASSESSORIA E CONSULTORIA EM LIC,510.0,7.079450335451404e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8081,CHAPECO,0,MATERIAL DE CONSUMO,1
569,46794528000180,G L DA SILVA FILHO LIMITADA,502.0,6.968400134110989e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PE,2499,PALMARES,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
570,10604267000141,ACONTURS-ASSOC.DOS CONS. EX-CONSELHEROS,500.0,6.940637583775886e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8963,VIAMAO,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
571,61237085000110,RM SUPRIMENTOS ESCOLAR E ESCRITORIO LTDA,489.55,6.79557825827497e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8599,CAXIAS DO SUL,0,MATERIAL DE CONSUMO,16
572,27226575000183,M PANICIO VERTUAN SUPLEMENTOS ALIMENTICI,468.0,6.496436778414229e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7691,MARINGA,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1
573,10942831000136,COMERCIAL VANGUARDEIRA EIRELI ME,467.33,6.487136324051969e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8047,BLUMENAU,0,EQUIPAMENTOS E MATERIAL PERMANENTE,2
574,90519018000197,ORIGINAL GRAFICA EXPRESSA LTDA,462.0,6.413149127408918e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
575,03675338000131,IPCOMM TECNOLOGIA LTDA,459.89,6.383859636805384e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,6619,JUNDIAI,0,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,1
576,30994121000167,TOPMIX UTILIDADES E SERVICOS LTDA,456.0,6.3298614764036076e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,MATERIAL DE CONSUMO,2
577,07628070000138,INDUSTRIA E COMERCIO COLCHOES ORTHOVIDA,438.9,6.092491671038472e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,MG,4417,CURVELO,0,MATERIAL DE CONSUMO,1
578,14157326000131,FUNDO ESPECIAL DE SEGURANÇA PUBLICA,424.89,5.898015005941072e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8801,PORTO ALEGRE,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
579,13779852000170,GRANDIOSA SUPRIMENTOS & TRANSPORTES LTDA,408.0,5.663560268361123e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8543,BOA VISTA DO BURICA,0,MATERIAL DE CONSUMO,2
580,54040457000159,EMERSON GUERRA MACHADO,400.0,5.552510067020708e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,1
581,17695813002602,JP SANTA LÚCIA COMÉRCIO DE COMBUSTÍVEIS,400.0,5.552510067020708e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,2,MATERIAL DE CONSUMO,2
582,24765538000155,VILMAR CASTANHEIRA,393.5,5.462281778431622e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8637,ERECHIM,0,MATERIAL DE CONSUMO,1
583,26950671000107,LICERI COMERCIO DE PRODUTOS EM GERAL LTD,386.7,5.36788910729227e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,7313,TAQUARUCU DO SUL,0,MATERIAL DE CONSUMO,1
584,67729178000572,COMERCIAL CIRÚRGICA RIOCLARENSE LTDA.,359.04,4.9839330361577885e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7667,LONDRINA,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",4
585,64919605000163,64.919.605 ELIU FRAGA DE CAMPOS,350.0,4.85844630864312e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
586,34064557000108,MEDMED COMERCIO DE MATERIAIS HOSPITALARE,349.5,4.851505671059344e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SC,8163,ITAPEMA,0,MATERIAL DE CONSUMO,2
587,00394494010441,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLIC,312.36,4.335955111336472e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,DF,9701,BRASILIA,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
588,53665245000102,53.665.245 CARINA MACHADO ALMASAN,312.0,4.330957852276153e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,7099,SAO JOSE DOS CAMPOS,0,MATERIAL DE CONSUMO,1
589,89522064000166,RIO GRANDE DO SUL PODER JUDICIARIO,307.3,4.26571585898866e-06,ROOT_WITH_LOCAL_ACTIVE_FOOTPRINT,02,RS,8801,PORTO ALEGRE,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
590,31722206000159,IVANETE APARECIDA MIRANDA,290.0,4.0255697985900135e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,SP,6967,RIBEIRAO PIRES,0,MATERIAL DE CONSUMO,1
591,51222177000173,PAMELA RIGHI PELIZZARO,280.0,3.886757046914496e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,1
592,28426904000100,ROGÉRIO SANTANA 00643893083,239.0,3.3176247650448734e-06,LOCAL_EXACT_NONACTIVE_SNAPSHOT,04,RS,8863,SAO BORJA,0,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
593,04963776000168,INFORS SERVIÇOS DIGITAIS LTDA,230.0,3.1926932885369072e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,2
594,60614430000125,LENISE GOULART MORGENTAL LTDA,229.25,3.1822823321612436e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,1
595,52815475000130,RGK PRODUTOS E SERVICOS LTDA,222.75,3.092054043572157e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8649,ESTANCIA VELHA,0,MATERIAL DE CONSUMO,9
596,18541026000102,VW EDIFICACOES E COMERCIO DE MATERIAIS D,219.4,3.045551771760859e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,1
597,92695790000195,CONSELHO REGIONAL DE ENGENHARIA E AGRONO,216.78,3.009182830821873e-06,ROOT_WITH_LOCAL_ACTIVE_FOOTPRINT,02,RS,8801,PORTO ALEGRE,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
598,26003402000133,LAURA ANKLAM DE LIMA - ME,203.5,2.8248394965967857e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,3
599,52966856000110,FABRICIO GABRIEL DA SILVA BUENO,195.0,2.7068486576725953e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,EQUIPAMENTOS E MATERIAL PERMANENTE,1
600,19316524000114,DELTA SHOP - DISTRIBUIDORA DE PRODUTOS H,194.0,2.6929673825050438e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8533,BARAO DE COTEGIPE,0,MATERIAL DE CONSUMO,1
601,89510838000139,CASA HOFF FERRAGENS LTDA,182.0,2.5263920804944226e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,1
602,13852321000166,13.852.321 AMAURI DE MENEZES,180.0,2.4986295301593187e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
603,93254555000140,REFRIGERACAO BUTUI LTDA,180.0,2.4986295301593187e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,1
604,36473417000119,MATEUS ARAUJO CAPUTO 05936424146,179.76,2.4952980241191065e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,DF,9701,BRASILIA,0,MATERIAL DE CONSUMO,1
605,55498031000106,F. ZHU,150.0,2.0821912751327656e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,1
606,16418251000120,LUIZ ROBERTO DELLAGLIO,150.0,2.0821912751327656e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,6
607,32379470000102,JOCASTA COSTA CHAMORRA JORNADA,130.0,1.8045657717817304e-06,LOCAL_EXACT_NONACTIVE_SNAPSHOT,08,RS,8863,SAO BORJA,0,MATERIAL DE CONSUMO,1
608,43644303000150,VIDRAÇARIA MUNHOZ LTDA,120.0,1.6657530201062127e-06,LOCAL_EXACT_NONACTIVE_SNAPSHOT,08,RS,8863,SAO BORJA,0,MATERIAL DE CONSUMO,1
609,11538917000160,ROGERIO RAMOS MAURER 44629206000,110.0,1.5269402684306948e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO | OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,2
610,22653587000170,MINIMERCADO SUPERUM LTDA - ME,109.4,1.518611503330164e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,2
611,41278073000127,MP COMERCIO DE TELAS E FERRAGENS LTDA,101.89,1.41436312682185e-06,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8637,ERECHIM,0,MATERIAL DE CONSUMO,10
612,01968617000168,MARTA D. SCHUQUEL & CIA. LTDA,98.4,1.3659174764870943e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,1
613,52229661000197,VIDRACARIA ALEMCASTRO LTDA,80.0,1.1105020134041416e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,1
614,89225544000246,DISTRIBUIDORA DE PRODUT. ALIMENT. LAMANA,75.51,1.0481750879018344e-06,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,2,MATERIAL DE CONSUMO,1
615,43678415000121,SUELEN BETTIM GONCALVES,65.0,9.022828858908652e-07,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,1,MATERIAL DE CONSUMO,1
616,35669865000120,OLIVA CAFE LTDA,48.0,6.663012080424851e-07,LOCAL_EXACT_ACTIVE,02,RS,8863,SAO BORJA,3,MATERIAL DE CONSUMO,1
617,07851418000151,LEOMAR D.SCHUQUEL & CIA LTDA,40.0,5.552510067020708e-07,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,RS,8713,ITAQUI,0,MATERIAL DE CONSUMO,7
618,13460002000105,MORK TELECOM PRODUTOS E SERVIÇOS PARA TE,14.25,1.9780817113761274e-07,EXTERNAL_EXACT_ACTIVE_NO_LOCAL_FOOTPRINT,02,PR,7513,COLOMBO,0,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",1
